time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,ozone,temperature,humidity,pressure,wind_speed,wind_deg,cloud_coverage,hour,day,month,weekday
2025-08-01 13:45:16,24.44,110.34,76.11,0.09,42.94,29.17,74,1000,7.15,240,100,13,1,8,4
